LOCATION,HWF_0010,HWF_0010-footnote,HWF_0010-footnote-short,HWF_0006,HWF_0006-footnote,HWF_0006-footnote-short,HWF_0001,HWF_0001-footnote,HWF_0001-footnote-short,MDG_0000000003_15_19,MDG_0000000003_15_19-footnote,MDG_0000000003_15_19-footnote-short,SDGSUICIDE,SDGSUICIDE-footnote,SDGSUICIDE-footnote-short,FINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP-footnote,FINPROTECTION_CATA_TOT_10_POP-footnote-short,FINPROTECTION_CATA_TOT_25_POP,FINPROTECTION_CATA_TOT_25_POP-footnote,FINPROTECTION_CATA_TOT_25_POP-footnote-short,MDG_0000000003_10_14,MDG_0000000003_10_14-footnote,MDG_0000000003_10_14-footnote-short,SDGFPALL,SDGFPALL-footnote,SDGFPALL-footnote-short,SDGHEPHBSAGPRV,SDGHEPHBSAGPRV-footnote,SDGHEPHBSAGPRV-footnote-short,SDGPOISON,SDGPOISON-footnote,SDGPOISON-footnote-short,WHOSIS_000002_BTSX,WHOSIS_000002_BTSX-footnote,WHOSIS_000002_BTSX-footnote-short,WHOSIS_000002_FMLE,WHOSIS_000002_FMLE-footnote,WHOSIS_000002_FMLE-footnote-short,WHOSIS_000002_MLE,WHOSIS_000002_MLE-footnote,WHOSIS_000002_MLE-footnote-short,HWF_0014,HWF_0014-footnote,HWF_0014-footnote-short,M_Est_tob_curr_std,M_Est_tob_curr_std-footnote,M_Est_tob_curr_std-footnote-short,MDG_0000000025,MDG_0000000025-footnote,MDG_0000000025-footnote-short,WHS4_100,WHS4_100-footnote,WHS4_100-footnote-short,MDG_0000000020,MDG_0000000020-footnote,MDG_0000000020-footnote-short,SDGWSHBOD,SDGWSHBOD-footnote,SDGWSHBOD-footnote-short,SDGHIV,SDGHIV-footnote,SDGHIV-footnote-short,MALARIA_EST_INCIDENCE,MALARIA_EST_INCIDENCE-footnote,MALARIA_EST_INCIDENCE-footnote-short,NCDMORT3070,NCDMORT3070-footnote,NCDMORT3070-footnote-short,SA_0000001688,SA_0000001688-footnote,SA_0000001688-footnote-short,MDG_0000000007,MDG_0000000007-footnote,MDG_0000000007-footnote-short,MCV2,MCV2-footnote,MCV2-footnote-short,SDGAIRBODA,SDGAIRBODA-footnote,SDGAIRBODA-footnote-short,WHOSIS_000003,WHOSIS_000003-footnote,WHOSIS_000003-footnote-short,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED-footnote,UHC_INDEX_REPORTED-footnote-short,SDGIHR2021,SDGIHR2021-footnote,SDGIHR2021-footnote-short,PCV3,PCV3-footnote,PCV3-footnote-short,MDG_0000000026,MDG_0000000026-footnote,MDG_0000000026-footnote-short,RS_198,RS_198-footnote,RS_198-footnote-short,SDGNTDTREATMENT,SDGNTDTREATMENT-footnote,SDGNTDTREATMENT-footnote-short,WHOSIS_000001_BTSX,WHOSIS_000001_BTSX-footnote,WHOSIS_000001_BTSX-footnote-short,WHOSIS_000001_FMLE,WHOSIS_000001_FMLE-footnote,WHOSIS_000001_FMLE-footnote-short,WHOSIS_000001_MLE,WHOSIS_000001_MLE-footnote,WHOSIS_000001_MLE-footnote-short,SDGODA01,SDGODA01-footnote,SDGODA01-footnote-short,SDGHPVRECEIVED,SDGHPVRECEIVED-footnote,SDGHPVRECEIVED-footnote-short,SUD_TREATMENTSERVICES_COVERAGE_ALCOHOL,SUD_TREATMENTSERVICES_COVERAGE_ALCOHOL-footnote,SUD_TREATMENTSERVICES_COVERAGE_ALCOHOL-footnote-short,AMR_INFECT_MRSA,AMR_INFECT_MRSA-footnote,AMR_INFECT_MRSA-footnote-short,AMR_INFECT_ECOLI,AMR_INFECT_ECOLI-footnote,AMR_INFECT_ECOLI-footnote-short,SUD_TREATMENTSERVICES_COVERAGE_DRUGS,SUD_TREATMENTSERVICES_COVERAGE_DRUGS-footnote,SUD_TREATMENTSERVICES_COVERAGE_DRUGS-footnote-short,SDGHEALTHFACILITIESESSENTIALMEDS,SDGHEALTHFACILITIESESSENTIALMEDS-footnote,SDGHEALTHFACILITIESESSENTIALMEDS-footnote-short
Mauritania,0.31,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,16.09,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,2.61,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,89.6,Mauritania 2019-2021 Demographic and Health Survey,,2.7,,,,,,,,,6.3,Mauritania 2019-2021 Demographic and Health Survey,,26.9,2019-2021.    Mauritania 2019-2021 Demographic and Health Survey,,3.4,,,0.5,,,60.4,,,59.8,,,61.1,,,0.2,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,9.5,The most recent survey was conducted in 2019-21. This is a projection.,,70,"Gynecologists/physicians, nurses/midwives and auxiliary birth attendants Office Nationale de la Statistique (ONS), ministère de la Santé (MS), et ICF. 2021. Enquête Démographique et de Santé en Mauritanie 2019-2021. Nouakchott, Mauritanie et Rockville, Maryland, USA : ONS, MS, et ICF.",,90,,,74,,,37.8,,,<0.1,,,38.34,,,18.7,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,0.0,,,37.8,,,24,,,130,,,21.5,,,40,,,29,,,90,,,381,,,9.5,,,946 623,Aggregation across diseases,,68.9,,,69.4,,,68.4,,,4.84,,,14,,,,,,,,,,,,,,,,,
Mauritius,3.24,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,40.48,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,14.36,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,20.8,Registration National Statistics & WPP2024,,10.5,,,8.2,,,1.9,,,0.4,Registration National Statistics & WPP2024,,,,,0.4,,,0.8,,,63.6,,,65.6,,,61.8,,,0.32,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,20.9,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,,100, Ministry of Health and Wellness,,96,,,12,,,5.5,,,0.86,,,,,,21.7,,,7.7,,,15.2,,,94,,,31,,,9.0,,,66,,,46,,,91,,,66,,,9.7,,,6299,Aggregation across diseases,,73.4,,,76.9,,,70.1,,,9.12,,,26,,,,,,39.4,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,60.4,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Mexico,1.18,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,30.28,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,25.88,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,39.9,Registration National Statistics & WPP2024,,7.0,,,4.44,,,1.22,,,0.8,Registration National Statistics & WPP2024,,83.2,2018.    Mexico 2018 Encuesta Nacional de la Dinámica Demográfica,,0.0,,,0.4,,,61.4,,,63.5,,,59.5,,,,,,14.9,The most recent survey was conducted in 2021. This is a projection.,,88," PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2023 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 1 February 2024). ",,85,,,29,,,3.5,,,0.15,,,0.02,,,16.3,,,6.0,,,12.5,,,74,,,45,,,7.6,,,75,,,79,,,78,,,42,,,12.0,,,279 519,Aggregation across diseases,,70.8,,,74.7,,,67.2,,,0.06,,,62,,,,,,,,,,,,,,,,,
Micronesia (Federated States of),,,,22.21,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,9.74,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,19.8,,,,,,,,,,,,,,,0.4,,,0.5,,,57.9,,,59.6,,,56.4,,,,,,,,,,,,79,,,234,,,14,,,No data,,,,,,40.5,,,2.0,,,23.1,,,59,,,255,,,12.1,,,48,,,42,,,73,,,129,,,14.1,,,36 871,Aggregation across diseases,,65.7,,,68.7,,,63.0,,,21.35,,,48,,,,,,,,,,,,,,,,,
Monaco,9.19,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,86.09,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,23.36,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,,,,99,,,0.99,,,,,,No data,,,,,,,,,,,,2.7,,,80,,,,,,1.5,,,≥80 ,Country index values of 80 and over are reported as ≥80 for presentation purposes and to avoid comparisons that are not meaningful given the inability of the index to adequately distinguish between countries with high level of service coverage provision.,,79,,,,,,5,,,0.0,,,0,Aggregation across diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,5.41,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,42.17,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,41.3,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,17.0,Registration National Statistics & WPP2024,,18.5,,,14.03,,,3.46,,,0.1,Registration National Statistics & WPP2024,,63.6,2018.    Mongolia 2018 Multiple Indicator Cluster Survey,,0.5,,,3.0,,,61.3,,,63.9,,,58.8,,,11.11,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,29.5,The most recent survey was conducted in 2019. This is a projection.,,100,Skilled health personnel Mongolia Social Indicator Sample Survey 2023 Key Indicators Report,,96,,,491,,,3.2,,,<0.1,,,,,,26.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,7.7,,,13.6,,,96,,,215,,,7.4,,,65,,,60,,,96,,,41,,,12.4,,,0,Aggregation across diseases,,70.1,,,73.9,,,66.4,,,2.79,,,,,,,,,,,,,,,0.3,,,,,
Montenegro,0.58,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,60.8,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,27.83,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,8.7,Registration Eurostat,,11.3,,,10.27,,,0.78,,,0,Registration Eurostat,,32.9,2018.    Montenegro 2018 Multiple Indicator Cluster Survey,,0.7,,,0.3,,,65.1,,,66.8,,,63.5,,,2.75,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,32.0,The most recent survey was conducted in 2017. This is a projection.,,99," 2018 Montenegro Multiple Indicator Cluster Survey and 2018 Montenegro Roma Settlements Multiple Indicator Cluster Survey, Survey Fndings Report. Podgorica: Statistical Office of Montenegro (MONSTAT), UNICEF; 2019.",,81,,,14,,,1.8,,,<0.1,,,,,,18.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,8.0,,,2.6,,,69,,,115,,,1.0,,,72,,,55,,,,,,6,,,9.1,,,0,Aggregation across diseases,,74.7,,,77.9,,,71.6,,,14.27,,,19,,,,,,,,,,,,,,,,,
Morocco,1.4,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,8.69,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,7.4,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,21.8,Registration National Statistics & WPP2024,,2.9,,,8.2,,,0.9,,,0.0,Registration National Statistics & WPP2024,,72,2018.    Morocco 2018 Enquête Nationale sur la Population et la Santé Familiale,,0.2,,,0.7,,,62.3,,,61.8,,,62.8,,,2.7,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,13.0,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.,,87, Enquête Nationale sur la Population et la Santé Familiale (ENPSF) 2018. Rapport final. Rabat: Ministère de la Santé [Morocco]; 2019 (in French).,,99,,,92,,,4.6,,,<0.1,,,0,,,22.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,0.6,,,16.6,,,99,,,66,,,10.2,,,69,,,75,,,98,,,70,,,18.6,,,2405,Aggregation across diseases,,72.6,,,73.7,,,71.5,,,1.14,,,,,,7.1,,,23.6,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,46.1,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Mozambique,0.11,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,9.34,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,1.75,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,158.0,Mozambique 2022-2023 Demographic and Health Survey,,10.6,,,3.58,,,0.97,,,7.0,Mozambique 2022-2023 Demographic and Health Survey,,52.1,2022-2023.    Mozambique 2022-2023 Demographic and Health Survey,,0.6,,,1.5,,,49.7,,,50.8,,,48.7,,,0.15,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,68," Instituto Nacional de Estatística (INE) e ICF. 2023. Inquérito Demográfico e de Saúde em Moçambique 2022–23.
Maputo, Moçambique e Rockville, Maryland, EUA: INE e ICF.",,70,,,361,,,45.6,,,2.6,,,275.20,,,26.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,1.9,,,61.7,,,44,,,230,,,25.4,,,44,,,53,,,55,,,82,,,20.1,,,23 744 174,Aggregation across diseases,,57.7,,,60.5,,,54.8,,,7.83,,,57,,,,,,6.7,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,64.3,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Myanmar,0.72,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,2.05,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,7.57,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,,,,2.9,,,12.71,,,3.47,,,,,,74.9,2015-2016.    Myanmar 2015-2016 Demographic and Health Survey,,1.1,,,0.9,,,59.8,,,61.7,,,57.9,,,0.8,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,44.4,The most recent survey was conducted in 2015-16. This is a projection.,,60,"Doctor, nurse, midwife, or Lady Health Visitor Ministry of Health and Sports (MoHS), ICF. Myanmar Demographic and Health Survey 2015-16. Nay Pyi Taw, Myanmar, Rockville, Maryland USA: Ministry of Health and Sports, ICF; 2017.",,76,,,558,,,12.9,,,0.19,,,17.96,,,24.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,1.9,,,38.7,,,65,,,178,,,20.6,,,52,,,64,,,78,,,185,,,19.3,,,19 836 694,Aggregation across diseases,,67.8,,,71.1,,,64.7,,,2.41,,,77,,,,,,66.7,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,90.9,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Namibia,0.78,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,53.86,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,5.53,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,22.4,Registration National Statistics & WPP2024,,8.6,,,1.52,,,0.32,,,0.3,Registration National Statistics & WPP2024,,,,,0.4,,,1.4,,,52.8,,,54.6,,,51.0,,,2.27,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,14.1,The most recent survey was conducted in 2013. This is a projection.,,,,,83,,,468,,,28.8,,,2.2,,,8.24,,,23.1,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,12.0,,,40.7,,,62,,,143,,,24.1,,,63,,,64,,,83,,,139,,,22.0,,,387 962,Aggregation across diseases,,60.4,,,63.4,,,57.3,,,2.52,,,,,,,,,0,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,18.2,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Nauru,3.45,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,73.04,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,12.73,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,56.1,Nauru 2021 Census,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.82,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,48.3,The most recent survey was conducted in 2015-16. This is a projection.,,98," Nauru Bureau of Statistics. 2024. Nauru Multiple Indicator Cluster Survey 2023, Survey Findings Report. Nauru: Nauru Bureau of Statistics.",,99,,,174,,,,,,No data,,,,,,,,,3.0,,,8.9,,,99,,,,,,4.8,,,60,,,47,,,97,,,273,,,8.0,,,12 797,Aggregation across diseases,,,,,,,,,,,222.11,,,,,,,,,,,,,,,,,,,,
Nepal,1.64,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,40.92,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,10.11,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,71.2,Nepal 2022 Demographic and Health Survey,,10.1,,,10.66,,,2.1,,,0.0,Nepal 2022 Demographic and Health Survey,,55.1,2022.    Nepal 2022 Demographic and Health Survey,,0.2,,,2.9,,,60.2,,,60.7,,,59.8,,,2.25,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,28.3,The most recent survey was conducted in 2019. This is a projection.,,80,"doctor, nurse, auxiliary midwife Ministry of Health and Population [Nepal], New ERA, and ICF. 2023. Nepal Demographic and Health Survey
2022. Kathmandu, Nepal: Ministry of Health and Population [Nepal].",,94,,,229,,,17.8,,,<0.1,,,0,,,19.4,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",,3.7,,,26.5,,,89,,,180,,,16.6,,,54,,,49,,,88,,,142,,,28.2,,,14 786 109,Aggregation across diseases,,70.0,,,71.8,,,68.3,,,3.65,,,,,,,,,83.3,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,77.1,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
Netherlands (Kingdom of the),5.67,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,116.65,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,38.76,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,2.2,Registration Eurostat,,11.5,,,,,,,,,0,Registration Eurostat,,,,,0.1,,,0.1,,,70.0,,,69.9,,,70.0,,,2.17,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,21.3,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,,,,,92,,,4.5,,,3.4,,,No data,,,,,,9.9,,,8.7,,,4.0,,,81,,,13,,,2.6,,,≥80 ,Country index values of 80 and over are reported as ≥80 for presentation purposes and to avoid comparisons that are not meaningful given the inability of the index to adequately distinguish between countries with high level of service coverage provision.,,85,,,88,,,4,,,3.4,,,60,Aggregation across diseases,,81.1,,,82.6,,,79.6,,,,,,60,,,13.8,,,2.3,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center,,7.6,"Percentage of bloodstream infection due to  Escherichia coli resistant to 3rd-generation cephalosporin (e.g., ESBL- E. coli) among patients seeking care and whose blood sample is taken and tested. AMR Surveillance National Coordinating Center",,,,,,,
New Zealand,5.09,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,123.04,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,36.11,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,11.0,Registration National Statistics & WPP2024,,11.9,,,,,,,,,0.1,Registration National Statistics & WPP2024,,,,,0.8,,,0.2,,,70.0,,,70.3,,,69.6,,,7.09,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,12.2,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,,96, The New Zealand Maternity Clinical Indicators. New Zealand; 2023. (https://www.tewhatuora.govt.nz/our-health-system/data-and-statistics/maternity-clinical-indicators/ accessed 22 September 2023).,,88,,,6.6,,,2.1,,,<0.01,,,,,,10.3,,,9.2,,,4.7,,,84,,,12,,,2.7,,,≥80 ,Country index values of 80 and over are reported as ≥80 for presentation purposes and to avoid comparisons that are not meaningful given the inability of the index to adequately distinguish between countries with high level of service coverage provision.,,85,,,86,,,7,,,6.6,,,0,Aggregation across diseases,,82.2,,,84.0,,,80.4,,,,,,66,,,,,,,,,,,,,,,,,
Nicaragua,0.41,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,15.69,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,6.82,"NHWA data portal, December 2024 update https://apps.who.int/nhwaportal/",,71.3,Registration National Statistics & WPP2024,,4.2,,,,,,,,,4.7,Registration National Statistics & WPP2024,,,,,0.1,,,0.1,,,64.6,,,66.1,,,63.1,,,,,,,,,94,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",,89,,,43,,,3.5,,,<0.1,,,1.42,,,12.6,,,3.9,,,13.4,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,95,,,85,,,8.4,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,70,,,62,,,90,,,60,,,13.6,,,1 892 977,Aggregation across diseases,,75.0,,,77.7,,,72.3,,,10.98,,,,,,,,,,,,,,,7.4,,,,,
