measure,LOCATION,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Anxiety disorders,Rate,2021,699.7102770893322,1043.001260405803,460.33812908174724
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Mental disorders,Rate,2021,1673.5230333958746,2212.1665476193234,1200.6675595343931
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Autism spectrum disorders,Rate,2021,152.2304102344916,291.514617719159,71.51731366335439
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Depressive disorders,Rate,2021,526.8037380048629,760.8283481385985,357.7245948082357
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Bipolar disorder,Rate,2021,66.7898290551352,97.43238317912895,38.348144040410226
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Anxiety disorders,Rate,2021,305.38359213933256,435.04105441834724,202.90326215491845
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Eating disorders,Rate,2021,27.516747440399143,40.520159027736035,14.931841669880432
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Autism spectrum disorders,Rate,2021,112.89539770929393,192.3884226296612,59.99125706084902
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,25.08453163011724,37.9910159538626,13.69599610031234
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Conduct disorder,Rate,2021,50.209818392916866,77.51744690427593,27.862992397295184
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,39.776344386099694,72.6869547789984,17.688646753199585
DALYs (Disability-Adjusted Life Years),Myanmar,Both,Age-standardized,Other mental disorders,Rate,2021,111.02520496301423,158.24094807765022,74.33747605797292
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,47.95081755475764,72.51606443717027,27.527743983934457
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Conduct disorder,Rate,2021,53.704224609243326,86.44811947334183,30.004553832736043
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,29.034068690512065,58.17355764248616,11.293871650483824
DALYs (Disability-Adjusted Life Years),Jordan,Both,Age-standardized,Other mental disorders,Rate,2021,113.60411945125831,162.25196379702493,76.09425799023094
DALYs (Disability-Adjusted Life Years),Greece,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,23.38139826328794,48.8889811072804,8.664268280409708
DALYs (Disability-Adjusted Life Years),Greece,Both,Age-standardized,Other mental disorders,Rate,2021,120.37602353657147,169.18853958281707,77.64960110190684
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Mental disorders,Rate,2021,2153.156884562138,2781.487334922549,1547.8542894741795
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Schizophrenia,Rate,2021,175.54612172953037,228.371843000738,121.35540964412438
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Depressive disorders,Rate,2021,477.543718765279,659.9141392417399,331.2519133237296
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Mental disorders,Rate,2021,1753.6930924729265,2367.6580457000136,1264.89559748674
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Schizophrenia,Rate,2021,196.50212067933646,253.95059939898047,139.6685043232864
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Depressive disorders,Rate,2021,610.8958847602601,925.2275858222248,366.5045058930192
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Bipolar disorder,Rate,2021,79.63493661374785,116.05678828868527,47.536756781487796
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Anxiety disorders,Rate,2021,476.9085036909093,738.0045848458279,290.1241233777077
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Eating disorders,Rate,2021,26.265389532019594,40.649072159049204,15.012759158984155
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Depressive disorders,Rate,2021,726.2285029253032,1056.080828225134,483.50373831540355
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Bipolar disorder,Rate,2021,153.6911445067261,225.84234701074536,90.34552862608038
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Anxiety disorders,Rate,2021,440.22970871544715,684.6395502039873,276.118073455
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Eating disorders,Rate,2021,34.703564152589124,53.79686189245271,19.5240775327087
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Autism spectrum disorders,Rate,2021,102.0867659374087,164.4843597423547,57.68532099671302
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,83.44303555391437,124.53474180559,48.43293895506895
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Conduct disorder,Rate,2021,58.26110320736036,91.79177053376237,32.439702581132124
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,49.451522034899355,88.46999667031935,24.896691227653566
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Other mental disorders,Rate,2021,106.494587943755,152.41631325041828,70.37334505955396
DALYs (Disability-Adjusted Life Years),Serbia,Both,Age-standardized,Mental disorders,Rate,2021,1900.2423002573046,2524.4964532861186,1352.033387366932
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Mental disorders,Rate,2021,2099.3963749069367,2819.0601329445385,1503.5736434289558
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Schizophrenia,Rate,2021,179.57252968039433,237.76789996780323,125.40969623405329
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Depressive disorders,Rate,2021,620.2720710267713,912.0500177687812,410.0324593469466
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Mental disorders,Rate,2021,1725.1814268256626,2340.912148278125,1233.590239371549
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Schizophrenia,Rate,2021,189.32009757869093,244.07618033666498,133.6394762485165
DALYs (Disability-Adjusted Life Years),Italy,Both,Age-standardized,Depressive disorders,Rate,2021,414.8284548935922,576.9981827122444,287.48424970807883
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Depressive disorders,Rate,2021,726.942667377791,1046.4018896495509,492.7831038072504
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Depressive disorders,Rate,2021,678.0328691644037,921.313849496071,475.26539414614905
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Bipolar disorder,Rate,2021,108.07041397568491,166.68245456623345,66.361755927109
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Anxiety disorders,Rate,2021,1125.046246340472,1663.0337739443085,739.2183460889576
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Eating disorders,Rate,2021,131.60138943283812,196.92790526776565,78.10193543625803
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Autism spectrum disorders,Rate,2021,187.0593960308268,290.4821384519621,112.5486928927951
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,79.36166591511683,120.16413612732514,45.080926070498826
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Conduct disorder,Rate,2021,69.5434385808861,112.75062253578109,38.76088808182122
DALYs (Disability-Adjusted Life Years),Ireland,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,19.50108984543875,39.26080458617395,7.268611343811545
DALYs (Disability-Adjusted Life Years),Egypt,Both,Age-standardized,Mental disorders,Rate,2021,2273.8865474826666,3042.815156540389,1623.0422204304834
DALYs (Disability-Adjusted Life Years),Egypt,Both,Age-standardized,Schizophrenia,Rate,2021,202.12830467688758,263.53381570959607,143.1719075648554
DALYs (Disability-Adjusted Life Years),Lesotho,Both,Age-standardized,Depressive disorders,Rate,2021,591.7671321833571,859.3239125600728,393.50098621910155
DALYs (Disability-Adjusted Life Years),Lesotho,Both,Age-standardized,Bipolar disorder,Rate,2021,95.67778246507382,138.82357818017962,56.8078629738125
DALYs (Disability-Adjusted Life Years),Lesotho,Both,Age-standardized,Anxiety disorders,Rate,2021,604.6266645236296,874.2021565784621,384.2305589542329
DALYs (Disability-Adjusted Life Years),Lesotho,Both,Age-standardized,Eating disorders,Rate,2021,25.984038538530765,38.78744198300897,15.00281308136426
DALYs (Disability-Adjusted Life Years),Lesotho,Both,Age-standardized,Autism spectrum disorders,Rate,2021,124.60065536557697,258.7367694285679,57.64650256965959
DALYs (Disability-Adjusted Life Years),Lesotho,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,42.832467185843306,63.525533945320625,24.185532005622637
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Mental disorders,Rate,2021,2590.5908548554694,3393.299943848587,1869.3468048854747
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Schizophrenia,Rate,2021,177.52066422604614,231.46509047239286,123.94970600532744
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Schizophrenia,Rate,2021,186.94339719798535,238.87157055858273,132.73954358328206
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Depressive disorders,Rate,2021,586.272141475112,862.9586715538355,381.27431446266456
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Bipolar disorder,Rate,2021,102.40925510776101,149.0167193374472,61.25119666956045
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Anxiety disorders,Rate,2021,366.24436001281475,549.9223439504937,228.57965944989215
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Eating disorders,Rate,2021,45.951608097967686,68.351555887367,26.122330910386136
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,119.38174893046558,232.41746761095837,54.74160447334047
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,Age-standardized,Anxiety disorders,Rate,2021,493.5286750509742,757.3555631372313,299.07508650354845
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Anxiety disorders,Rate,2021,756.6702492146152,1116.3998889446477,494.4968812106782
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Eating disorders,Rate,2021,101.01905167400561,156.88532801874834,59.67938123047962
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Autism spectrum disorders,Rate,2021,113.6877675436741,223.44393303837833,53.48284229532486
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,105.70552382154828,157.7879942184626,62.397747152186305
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Conduct disorder,Rate,2021,68.90151069623283,110.84224790067299,38.50133583755608
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,22.080491393871885,43.312999573867955,9.076041841199398
DALYs (Disability-Adjusted Life Years),Bahamas,Both,Age-standardized,Other mental disorders,Rate,2021,110.02161945643421,154.7623226647879,71.49393423307978
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Both,Age-standardized,Mental disorders,Rate,2021,2183.5488115676526,2866.645696951209,1570.053392320222
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Both,Age-standardized,Schizophrenia,Rate,2021,199.32022968695887,259.00192247213846,142.0041356749324
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Other mental disorders,Rate,2021,110.67539789818427,158.1336966494115,73.17226464736714
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Both,Age-standardized,Depressive disorders,Rate,2021,741.6517800511265,1072.6386122186545,500.5006835082396
DALYs (Disability-Adjusted Life Years),Nepal,Both,Age-standardized,Autism spectrum disorders,Rate,2021,69.3421599443309,117.98692790112538,38.34156466729221
DALYs (Disability-Adjusted Life Years),Nepal,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,25.77950730198735,38.215446036073686,14.247730057364327
DALYs (Disability-Adjusted Life Years),Nepal,Both,Age-standardized,Conduct disorder,Rate,2021,55.00276877078356,87.38264017661267,30.25317090203116
DALYs (Disability-Adjusted Life Years),Nepal,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,68.06248688809733,116.57667886169729,35.13172046097245
DALYs (Disability-Adjusted Life Years),Nepal,Both,Age-standardized,Other mental disorders,Rate,2021,110.4349007870526,156.6938104109021,73.1466879630618
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Bipolar disorder,Rate,2021,133.98734904766465,201.53752435258247,81.3635505100459
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Anxiety disorders,Rate,2021,808.1204836413773,1211.3185621712225,503.7559800095815
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Eating disorders,Rate,2021,116.59573448343579,173.55871196185487,68.54255201299578
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Autism spectrum disorders,Rate,2021,161.3870233576856,275.29858755157954,86.3195277744516
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,64.47904635006799,94.43777952144957,37.17472300047086
DALYs (Disability-Adjusted Life Years),Austria,Both,Age-standardized,Conduct disorder,Rate,2021,70.71401445045919,111.77055615212007,41.198723640097406
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Mental disorders,Rate,2021,1762.120571337508,2326.702107384129,1259.203207379884
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Schizophrenia,Rate,2021,147.37554164452987,195.45028053027414,102.50466647894253
DALYs (Disability-Adjusted Life Years),Tokelau,Both,Age-standardized,Bipolar disorder,Rate,2021,80.54732014667157,116.0464971037264,48.057526737730406
DALYs (Disability-Adjusted Life Years),Tokelau,Both,Age-standardized,Anxiety disorders,Rate,2021,494.7347766123259,771.765899201948,298.2890044360609
DALYs (Disability-Adjusted Life Years),Tokelau,Both,Age-standardized,Eating disorders,Rate,2021,36.264402302449305,53.13429123798016,20.173552593016318
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Eating disorders,Rate,2021,27.84194505354294,40.87315478633296,15.973308613471783
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Autism spectrum disorders,Rate,2021,133.64444953054343,270.4291777189615,59.51662580969229
DALYs (Disability-Adjusted Life Years),Senegal,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.855913119755954,57.64081565456429,22.395620808502432
